id,labels,properties
852,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3315155,44.5115029,11.3315155,44.5115029],\""latitude\"":44.5115029,\""lon\"":11.3315155,\""x\"":\""11.3315155\"",\""y\"":\""44.5115029\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5115029,\""longitude\"":11.3315155,\""height\"":null},\""geometry\"":\""POINT(11.3315155 44.5115029)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050319\"",\""street_count\"":\""2\"",\""lat\"":44.5115029,\""longitude\"":11.3315155}"
853,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3314822,44.5113932,11.3314822,44.5113932],\""latitude\"":44.5113932,\""lon\"":11.3314822,\""x\"":\""11.3314822\"",\""y\"":\""44.5113932\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5113932,\""longitude\"":11.3314822,\""height\"":null},\""geometry\"":\""POINT(11.3314822 44.5113932)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050320\"",\""street_count\"":\""2\"",\""lat\"":44.5113932,\""longitude\"":11.3314822}"
854,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3314221,44.5112275,11.3314221,44.5112275],\""latitude\"":44.5112275,\""lon\"":11.3314221,\""x\"":\""11.3314221\"",\""y\"":\""44.5112275\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5112275,\""longitude\"":11.3314221,\""height\"":null},\""geometry\"":\""POINT(11.3314221 44.5112275)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050321\"",\""street_count\"":\""2\"",\""lat\"":44.5112275,\""longitude\"":11.3314221}"
855,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3313932,44.5111298,11.3313932,44.5111298],\""latitude\"":44.5111298,\""lon\"":11.3313932,\""x\"":\""11.3313932\"",\""y\"":\""44.5111298\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5111298,\""longitude\"":11.3313932,\""height\"":null},\""geometry\"":\""POINT(11.3313932 44.5111298)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050323\"",\""street_count\"":\""2\"",\""lat\"":44.5111298,\""longitude\"":11.3313932}"
856,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3313753,44.5110522,11.3313753,44.5110522],\""latitude\"":44.5110522,\""lon\"":11.3313753,\""x\"":\""11.3313753\"",\""y\"":\""44.5110522\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5110522,\""longitude\"":11.3313753,\""height\"":null},\""geometry\"":\""POINT(11.3313753 44.5110522)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050324\"",\""street_count\"":\""2\"",\""lat\"":44.5110522,\""longitude\"":11.3313753}"
857,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3313941,44.51094,11.3313941,44.51094],\""latitude\"":44.51094,\""lon\"":11.3313941,\""x\"":\""11.3313941\"",\""y\"":\""44.51094\"",\""geometry\"":\""POINT(11.3313941 44.51094)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.51094,\""longitude\"":11.3313941,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050325\"",\""street_count\"":\""2\"",\""lat\"":44.51094,\""longitude\"":11.3313941}"
858,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3314559,44.5108441,11.3314559,44.5108441],\""latitude\"":44.5108441,\""lon\"":11.3314559,\""x\"":\""11.3314559\"",\""y\"":\""44.5108441\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5108441,\""longitude\"":11.3314559,\""height\"":null},\""geometry\"":\""POINT(11.3314559 44.5108441)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050327\"",\""street_count\"":\""2\"",\""lat\"":44.5108441,\""longitude\"":11.3314559}"
859,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.331758,44.5104498,11.331758,44.5104498],\""latitude\"":44.5104498,\""lon\"":11.331758,\""x\"":\""11.331758\"",\""y\"":\""44.5104498\"",\""geometry\"":\""POINT(11.331758 44.5104498)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5104498,\""longitude\"":11.331758,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050330\"",\""street_count\"":\""2\"",\""lat\"":44.5104498,\""longitude\"":11.331758}"
860,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3322099,44.5098363,11.3322099,44.5098363],\""latitude\"":44.5098363,\""lon\"":11.3322099,\""x\"":\""11.3322099\"",\""y\"":\""44.5098363\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5098363,\""longitude\"":11.3322099,\""height\"":null},\""geometry\"":\""POINT(11.3322099 44.5098363)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050333\"",\""street_count\"":\""2\"",\""lat\"":44.5098363,\""longitude\"":11.3322099}"
861,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3324171,44.5096549,11.3324171,44.5096549],\""latitude\"":44.5096549,\""lon\"":11.3324171,\""x\"":\""11.3324171\"",\""y\"":\""44.5096549\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5096549,\""longitude\"":11.3324171,\""height\"":null},\""geometry\"":\""POINT(11.3324171 44.5096549)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050335\"",\""street_count\"":\""2\"",\""lat\"":44.5096549,\""longitude\"":11.3324171}"
862,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3305762,44.5110018,11.3305762,44.5110018],\""latitude\"":44.5110018,\""lon\"":11.3305762,\""x\"":\""11.3305762\"",\""y\"":\""44.5110018\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5110018,\""longitude\"":11.3305762,\""height\"":null},\""geometry\"":\""POINT(11.3305762 44.5110018)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050393\"",\""street_count\"":\""4\"",\""lat\"":44.5110018,\""longitude\"":11.3305762}"
863,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3306547,44.510882,11.3306547,44.510882],\""latitude\"":44.510882,\""lon\"":11.3306547,\""x\"":\""11.3306547\"",\""y\"":\""44.510882\"",\""geometry\"":\""POINT(11.3306547 44.510882)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.510882,\""longitude\"":11.3306547,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050394\"",\""street_count\"":\""2\"",\""lat\"":44.510882,\""longitude\"":11.3306547}"
864,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3306874,44.5107623,11.3306874,44.5107623],\""latitude\"":44.5107623,\""lon\"":11.3306874,\""x\"":\""11.3306874\"",\""y\"":\""44.5107623\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5107623,\""longitude\"":11.3306874,\""height\"":null},\""geometry\"":\""POINT(11.3306874 44.5107623)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050395\"",\""street_count\"":\""2\"",\""lat\"":44.5107623,\""longitude\"":11.3306874}"
865,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3310308,44.5102389,11.3310308,44.5102389],\""latitude\"":44.5102389,\""lon\"":11.3310308,\""x\"":\""11.3310308\"",\""y\"":\""44.5102389\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5102389,\""longitude\"":11.3310308,\""height\"":null},\""geometry\"":\""POINT(11.3310308 44.5102389)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050396\"",\""street_count\"":\""2\"",\""lat\"":44.5102389,\""longitude\"":11.3310308}"
866,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3312125,44.5100649,11.3312125,44.5100649],\""latitude\"":44.5100649,\""lon\"":11.3312125,\""x\"":\""11.3312125\"",\""y\"":\""44.5100649\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5100649,\""longitude\"":11.3312125,\""height\"":null},\""geometry\"":\""POINT(11.3312125 44.5100649)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050397\"",\""street_count\"":\""3\"",\""lat\"":44.5100649,\""longitude\"":11.3312125}"
867,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3312095,44.5100324,11.3312095,44.5100324],\""latitude\"":44.5100324,\""lon\"":11.3312095,\""x\"":\""11.3312095\"",\""y\"":\""44.5100324\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5100324,\""longitude\"":11.3312095,\""height\"":null},\""geometry\"":\""POINT(11.3312095 44.5100324)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050398\"",\""street_count\"":\""2\"",\""lat\"":44.5100324,\""longitude\"":11.3312095}"
868,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3311623,44.5099944,11.3311623,44.5099944],\""latitude\"":44.5099944,\""lon\"":11.3311623,\""x\"":\""11.3311623\"",\""y\"":\""44.5099944\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5099944,\""longitude\"":11.3311623,\""height\"":null},\""geometry\"":\""POINT(11.3311623 44.5099944)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050399\"",\""street_count\"":\""2\"",\""lat\"":44.5099944,\""longitude\"":11.3311623}"
869,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3309349,44.509813,11.3309349,44.509813],\""latitude\"":44.509813,\""lon\"":11.3309349,\""x\"":\""11.3309349\"",\""y\"":\""44.509813\"",\""geometry\"":\""POINT(11.3309349 44.509813)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.509813,\""longitude\"":11.3309349,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050400\"",\""street_count\"":\""3\"",\""lat\"":44.509813,\""longitude\"":11.3309349}"
870,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3305569,44.5110309,11.3305569,44.5110309],\""latitude\"":44.5110309,\""lon\"":11.3305569,\""x\"":\""11.3305569\"",\""y\"":\""44.5110309\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5110309,\""longitude\"":11.3305569,\""height\"":null},\""geometry\"":\""POINT(11.3305569 44.5110309)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050532\"",\""street_count\"":\""2\"",\""lat\"":44.5110309,\""longitude\"":11.3305569}"
871,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3305146,44.51136,11.3305146,44.51136],\""latitude\"":44.51136,\""lon\"":11.3305146,\""x\"":\""11.3305146\"",\""y\"":\""44.51136\"",\""geometry\"":\""POINT(11.3305146 44.51136)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.51136,\""longitude\"":11.3305146,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050534\"",\""street_count\"":\""2\"",\""lat\"":44.51136,\""longitude\"":11.3305146}"
872,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.330537,44.5114448,11.330537,44.5114448],\""latitude\"":44.5114448,\""lon\"":11.330537,\""x\"":\""11.330537\"",\""y\"":\""44.5114448\"",\""geometry\"":\""POINT(11.330537 44.5114448)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5114448,\""longitude\"":11.330537,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050536\"",\""street_count\"":\""2\"",\""lat\"":44.5114448,\""longitude\"":11.330537}"
873,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3302655,44.5115328,11.3302655,44.5115328],\""latitude\"":44.5115328,\""lon\"":11.3302655,\""x\"":\""11.3302655\"",\""y\"":\""44.5115328\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5115328,\""longitude\"":11.3302655,\""height\"":null},\""geometry\"":\""POINT(11.3302655 44.5115328)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050537\"",\""highway\"":\""crossing\"",\""street_count\"":\""4\"",\""lat\"":44.5115328,\""longitude\"":11.3302655}"
874,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3300703,44.5115687,11.3300703,44.5115687],\""latitude\"":44.5115687,\""lon\"":11.3300703,\""x\"":\""11.3300703\"",\""y\"":\""44.5115687\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5115687,\""longitude\"":11.3300703,\""height\"":null},\""geometry\"":\""POINT(11.3300703 44.5115687)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050538\"",\""street_count\"":\""2\"",\""lat\"":44.5115687,\""longitude\"":11.3300703}"
875,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3296436,44.511582,11.3296436,44.511582],\""latitude\"":44.511582,\""lon\"":11.3296436,\""x\"":\""11.3296436\"",\""y\"":\""44.511582\"",\""geometry\"":\""POINT(11.3296436 44.511582)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.511582,\""longitude\"":11.3296436,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050539\"",\""street_count\"":\""2\"",\""lat\"":44.511582,\""longitude\"":11.3296436}"
876,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3287695,44.5118382,11.3287695,44.5118382],\""latitude\"":44.5118382,\""lon\"":11.3287695,\""x\"":\""11.3287695\"",\""y\"":\""44.5118382\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5118382,\""longitude\"":11.3287695,\""height\"":null},\""geometry\"":\""POINT(11.3287695 44.5118382)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050540\"",\""street_count\"":\""2\"",\""lat\"":44.5118382,\""longitude\"":11.3287695}"
877,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3286889,44.511859,11.3286889,44.511859],\""latitude\"":44.511859,\""lon\"":11.3286889,\""x\"":\""11.3286889\"",\""y\"":\""44.511859\"",\""geometry\"":\""POINT(11.3286889 44.511859)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.511859,\""longitude\"":11.3286889,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050554\"",\""street_count\"":\""3\"",\""lat\"":44.511859,\""longitude\"":11.3286889}"
878,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3286834,44.5119744,11.3286834,44.5119744],\""latitude\"":44.5119744,\""lon\"":11.3286834,\""x\"":\""11.3286834\"",\""y\"":\""44.5119744\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5119744,\""longitude\"":11.3286834,\""height\"":null},\""geometry\"":\""POINT(11.3286834 44.5119744)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050555\"",\""street_count\"":\""3\"",\""lat\"":44.5119744,\""longitude\"":11.3286834}"
879,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3286577,44.5119692,11.3286577,44.5119692],\""latitude\"":44.5119692,\""lon\"":11.3286577,\""x\"":\""11.3286577\"",\""y\"":\""44.5119692\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5119692,\""longitude\"":11.3286577,\""height\"":null},\""geometry\"":\""POINT(11.3286577 44.5119692)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050556\"",\""street_count\"":\""4\"",\""lat\"":44.5119692,\""longitude\"":11.3286577}"
880,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3298509,44.5108175,11.3298509,44.5108175],\""latitude\"":44.5108175,\""lon\"":11.3298509,\""x\"":\""11.3298509\"",\""y\"":\""44.5108175\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5108175,\""longitude\"":11.3298509,\""height\"":null},\""geometry\"":\""POINT(11.3298509 44.5108175)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050640\"",\""highway\"":\""crossing\"",\""street_count\"":\""3\"",\""lat\"":44.5108175,\""longitude\"":11.3298509}"
881,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3299308,44.5107985,11.3299308,44.5107985],\""latitude\"":44.5107985,\""lon\"":11.3299308,\""x\"":\""11.3299308\"",\""y\"":\""44.5107985\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5107985,\""longitude\"":11.3299308,\""height\"":null},\""geometry\"":\""POINT(11.3299308 44.5107985)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050641\"",\""street_count\"":\""2\"",\""lat\"":44.5107985,\""longitude\"":11.3299308}"
882,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3300377,44.5107812,11.3300377,44.5107812],\""latitude\"":44.5107812,\""lon\"":11.3300377,\""x\"":\""11.3300377\"",\""y\"":\""44.5107812\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5107812,\""longitude\"":11.3300377,\""height\"":null},\""geometry\"":\""POINT(11.3300377 44.5107812)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050646\"",\""highway\"":\""crossing\"",\""street_count\"":\""4\"",\""lat\"":44.5107812,\""longitude\"":11.3300377}"
883,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3304183,44.5109642,11.3304183,44.5109642],\""latitude\"":44.5109642,\""lon\"":11.3304183,\""x\"":\""11.3304183\"",\""y\"":\""44.5109642\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5109642,\""longitude\"":11.3304183,\""height\"":null},\""geometry\"":\""POINT(11.3304183 44.5109642)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050650\"",\""street_count\"":\""2\"",\""lat\"":44.5109642,\""longitude\"":11.3304183}"
884,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3286977,44.5117699,11.3286977,44.5117699],\""latitude\"":44.5117699,\""lon\"":11.3286977,\""x\"":\""11.3286977\"",\""y\"":\""44.5117699\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5117699,\""longitude\"":11.3286977,\""height\"":null},\""geometry\"":\""POINT(11.3286977 44.5117699)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050802\"",\""street_count\"":\""2\"",\""lat\"":44.5117699,\""longitude\"":11.3286977}"
885,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3294435,44.5102603,11.3294435,44.5102603],\""latitude\"":44.5102603,\""lon\"":11.3294435,\""x\"":\""11.3294435\"",\""y\"":\""44.5102603\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5102603,\""longitude\"":11.3294435,\""height\"":null},\""geometry\"":\""POINT(11.3294435 44.5102603)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050819\"",\""street_count\"":\""2\"",\""lat\"":44.5102603,\""longitude\"":11.3294435}"
886,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3294817,44.5101807,11.3294817,44.5101807],\""latitude\"":44.5101807,\""lon\"":11.3294817,\""x\"":\""11.3294817\"",\""y\"":\""44.5101807\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5101807,\""longitude\"":11.3294817,\""height\"":null},\""geometry\"":\""POINT(11.3294817 44.5101807)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050821\"",\""street_count\"":\""3\"",\""lat\"":44.5101807,\""longitude\"":11.3294817}"
887,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3325745,44.5093948,11.3325745,44.5093948],\""latitude\"":44.5093948,\""lon\"":11.3325745,\""x\"":\""11.3325745\"",\""y\"":\""44.5093948\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5093948,\""longitude\"":11.3325745,\""height\"":null},\""geometry\"":\""POINT(11.3325745 44.5093948)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050947\"",\""street_count\"":\""2\"",\""lat\"":44.5093948,\""longitude\"":11.3325745}"
888,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3325241,44.509072,11.3325241,44.509072],\""latitude\"":44.509072,\""lon\"":11.3325241,\""x\"":\""11.3325241\"",\""y\"":\""44.509072\"",\""geometry\"":\""POINT(11.3325241 44.509072)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.509072,\""longitude\"":11.3325241,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""311050949\"",\""street_count\"":\""2\"",\""lat\"":44.509072,\""longitude\"":11.3325241}"
